customerName,customerNumber,country,no_of_customer,total_order,warehousecode,productName
"Classic Gift Ideas, Inc",339,USA,1,22,c,"1940 Ford Delivery Sedan"
"Classic Gift Ideas, Inc",339,USA,1,22,c,"1937 Horch 930V Limousine"
"Classic Gift Ideas, Inc",339,USA,1,48,c,"1941 Chevrolet Special Deluxe Cabriolet"
"Euro+ Shopping Channel",141,Spain,2,89,c,"1928 Ford Phaeton Deluxe"
"Euro+ Shopping Channel",141,Spain,3,96,c,"1930 Buick Marquette Phaeton"
"Classic Gift Ideas, Inc",339,USA,1,47,c,"1936 Chrysler Airflow"
"Classic Gift Ideas, Inc",339,USA,1,40,c,"1939 Cadillac Limousine"
"Classic Gift Ideas, Inc",339,USA,1,22,c,"18th Century Vintage Horse Carriage"
"Anna's Decorations, Ltd",276,Australia,1,20,c,"1939 Cadillac Limousine"
"Norway Gifts By Mail, Co.",299,"Norway  ",1,39,c,"1937 Horch 930V Limousine"
"Euro+ Shopping Channel",141,Spain,3,103,c,"1937 Lincoln Berline"
"Euro+ Shopping Channel",141,Spain,2,68,c,"1936 Mercedes-Benz 500K Special Roadster"
"Euro+ Shopping Channel",141,Spain,3,104,c,"1928 Mercedes-Benz SSK"
"Euro+ Shopping Channel",141,Spain,2,64,c,"1939 Chevrolet Deluxe Coupe"
"Euro+ Shopping Channel",141,Spain,3,90,c,"1938 Cadillac V-16 Presidential Limousine"
"Royal Canadian Collectables, Ltd.",260,Canada,1,46,c,"1941 Chevrolet Special Deluxe Cabriolet"
"Euro+ Shopping Channel",141,Spain,1,30,c,"1913 Ford Model T Speedster"
"Euro+ Shopping Channel",141,Spain,1,24,c,"1934 Ford V8 Coupe"
"Euro+ Shopping Channel",141,Spain,1,29,c,"18th Century Vintage Horse Carriage"
"Euro+ Shopping Channel",141,Spain,1,36,c,"1917 Maxwell Touring Car"
"Euro+ Shopping Channel",141,Spain,2,81,c,"1936 Chrysler Airflow"
"Classic Gift Ideas, Inc",339,USA,1,39,c,"1934 Ford V8 Coupe"
"Euro+ Shopping Channel",141,Spain,2,56,c,"1941 Chevrolet Special Deluxe Cabriolet"
"Classic Gift Ideas, Inc",339,USA,1,37,c,"1913 Ford Model T Speedster"
"Euro+ Shopping Channel",141,Spain,2,81,c,"1937 Horch 930V Limousine"
"Euro+ Shopping Channel",141,Spain,2,74,c,"1940 Ford Delivery Sedan"
"Euro+ Shopping Channel",141,Spain,2,73,c,"1932 Alfa Romeo 8C2300 Spider Sport"
"Euro+ Shopping Channel",141,Spain,1,30,c,"1912 Ford Model T Delivery Wagon"
"Souveniers And Things Co.",282,Australia,1,15,c,"1936 Mercedes Benz 500k Roadster"
"Souveniers And Things Co.",282,Australia,1,45,c,"1939 Chevrolet Deluxe Coupe"
"Euro+ Shopping Channel",141,Spain,2,56,c,"1939 Cadillac Limousine"
"Souveniers And Things Co.",282,Australia,1,66,c,"1932 Alfa Romeo 8C2300 Spider Sport"
"Euro+ Shopping Channel",141,Spain,1,39,c,"1917 Grand Touring Sedan"
"Euro+ Shopping Channel",141,Spain,1,27,c,"1911 Ford Town Car"
"Euro+ Shopping Channel",141,Spain,1,40,c,"1932 Model A Ford J-Coupe"
"Euro+ Shopping Channel",141,Spain,1,43,c,"1936 Mercedes Benz 500k Roadster"
"Australian Gift Network, Co",333,Australia,1,49,c,"1939 Cadillac Limousine"
"Australian Gift Network, Co",333,Australia,1,46,c,"1913 Ford Model T Speedster"
"Souveniers And Things Co.",282,Australia,1,36,c,"1911 Ford Town Car"
"Volvo Model Replicas, Co",144,Sweden,1,23,c,"1913 Ford Model T Speedster"
"Souveniers And Things Co.",282,Australia,1,37,c,"1917 Grand Touring Sedan"
"Souveniers And Things Co.",282,Australia,1,33,c,"1930 Buick Marquette Phaeton"
"Souveniers And Things Co.",282,Australia,1,49,c,"1928 Ford Phaeton Deluxe"
"Souveniers And Things Co.",282,Australia,1,34,c,"1937 Horch 930V Limousine"
"Volvo Model Replicas, Co",144,Sweden,1,50,c,"1904 Buick Runabout"
"Volvo Model Replicas, Co",144,Sweden,1,41,c,"1912 Ford Model T Delivery Wagon"
"Volvo Model Replicas, Co",144,Sweden,1,20,c,"1940 Ford Delivery Sedan"
"Souveniers And Things Co.",282,Australia,1,44,c,"1939 Cadillac Limousine"
"Amica Models & Co.",249,Italy,1,50,c,"1937 Lincoln Berline"
Toys4GrownUps.com,205,USA,1,37,c,"1917 Grand Touring Sedan"
"Danish Wholesale Imports",145,Denmark,1,22,c,"1903 Ford Model A"
"Danish Wholesale Imports",145,Denmark,1,41,c,"1904 Buick Runabout"
"Danish Wholesale Imports",145,Denmark,1,44,c,"1912 Ford Model T Delivery Wagon"
"Danish Wholesale Imports",145,Denmark,1,50,c,"1940 Ford Delivery Sedan"
Toys4GrownUps.com,205,USA,1,45,c,"1911 Ford Town Car"
Toys4GrownUps.com,205,USA,1,27,c,"1932 Model A Ford J-Coupe"
Toys4GrownUps.com,205,USA,1,32,c,"1928 Mercedes-Benz SSK"
"Amica Models & Co.",249,Italy,1,27,c,"1936 Mercedes-Benz 500K Special Roadster"
Toys4GrownUps.com,205,USA,1,43,c,"1932 Alfa Romeo 8C2300 Spider Sport"
"Amica Models & Co.",249,Italy,1,26,c,"1917 Grand Touring Sedan"
"Amica Models & Co.",249,Italy,1,25,c,"1911 Ford Town Car"
"Amica Models & Co.",249,Italy,1,37,c,"1932 Model A Ford J-Coupe"
"Danish Wholesale Imports",145,Denmark,1,34,c,"1937 Lincoln Berline"
"Danish Wholesale Imports",145,Denmark,1,29,c,"1936 Mercedes-Benz 500K Special Roadster"
"Tekni Collectables Inc.",328,USA,1,56,c,"1930 Buick Marquette Phaeton"
Toys4GrownUps.com,205,USA,1,23,c,"1939 Chevrolet Deluxe Coupe"
Toys4GrownUps.com,205,USA,1,28,c,"1938 Cadillac V-16 Presidential Limousine"
"Amica Models & Co.",249,Italy,1,22,c,"1928 Mercedes-Benz SSK"
"Amica Models & Co.",249,Italy,1,46,c,"1913 Ford Model T Speedster"
"Mini Caravy",209,France,1,41,c,"1917 Grand Touring Sedan"
"Saveley & Henriot, Co.",146,France,1,41,c,"1939 Cadillac Limousine"
"Mini Caravy",209,France,1,33,c,"1911 Ford Town Car"
"Amica Models & Co.",249,Italy,1,43,c,"1934 Ford V8 Coupe"
"Mini Caravy",209,France,1,42,c,"1932 Alfa Romeo 8C2300 Spider Sport"
"Amica Models & Co.",249,Italy,1,29,c,"18th Century Vintage Horse Carriage"
"Saveley & Henriot, Co.",146,France,1,24,c,"1903 Ford Model A"
"Saveley & Henriot, Co.",146,France,1,45,c,"1904 Buick Runabout"
"Saveley & Henriot, Co.",146,France,1,20,c,"1912 Ford Model T Delivery Wagon"
"Saveley & Henriot, Co.",146,France,1,25,c,"1937 Lincoln Berline"
"Saveley & Henriot, Co.",146,France,1,31,c,"1936 Mercedes-Benz 500K Special Roadster"
"Saveley & Henriot, Co.",146,France,1,26,c,"1917 Grand Touring Sedan"
"Saveley & Henriot, Co.",146,France,1,28,c,"1911 Ford Town Car"
"Saveley & Henriot, Co.",146,France,1,46,c,"1932 Model A Ford J-Coupe"
"Saveley & Henriot, Co.",146,France,1,29,c,"1928 Mercedes-Benz SSK"
"Saveley & Henriot, Co.",146,France,1,33,c,"1917 Maxwell Touring Car"
"Saveley & Henriot, Co.",146,France,1,34,c,"1932 Alfa Romeo 8C2300 Spider Sport"
"Amica Models & Co.",249,Italy,1,34,c,"1917 Maxwell Touring Car"
"Saveley & Henriot, Co.",146,France,1,42,c,"1939 Chevrolet Deluxe Coupe"
"Saveley & Henriot, Co.",146,France,1,24,c,"1938 Cadillac V-16 Presidential Limousine"
"Amica Models & Co.",249,Italy,1,35,c,"1932 Alfa Romeo 8C2300 Spider Sport"
"Amica Models & Co.",249,Italy,1,20,c,"1939 Chevrolet Deluxe Coupe"
"Amica Models & Co.",249,Italy,1,45,c,"1938 Cadillac V-16 Presidential Limousine"
"Saveley & Henriot, Co.",146,France,1,27,c,"1936 Mercedes Benz 500k Roadster"
"Amica Models & Co.",249,Italy,1,33,c,"1936 Mercedes Benz 500k Roadster"
"Amica Models & Co.",249,Italy,1,21,c,"1936 Chrysler Airflow"
"Mini Caravy",209,France,1,24,c,"1928 Mercedes-Benz SSK"
"Dragon Souveniers, Ltd.",148,Singapore,1,26,c,"1903 Ford Model A"
"Mini Caravy",209,France,1,37,c,"1938 Cadillac V-16 Presidential Limousine"
"Dragon Souveniers, Ltd.",148,Singapore,1,23,c,"1904 Buick Runabout"
"Dragon Souveniers, Ltd.",148,Singapore,1,47,c,"1913 Ford Model T Speedster"
"Dragon Souveniers, Ltd.",148,Singapore,1,30,c,"1934 Ford V8 Coupe"
"Dragon Souveniers, Ltd.",148,Singapore,1,26,c,"18th Century Vintage Horse Carriage"
"Dragon Souveniers, Ltd.",148,Singapore,1,30,c,"1939 Cadillac Limousine"
"Amica Models & Co.",249,Italy,1,24,c,"1903 Ford Model A"
"Souveniers And Things Co.",282,Australia,1,29,c,"1936 Chrysler Airflow"
"Tekni Collectables Inc.",328,USA,1,62,c,"1928 Ford Phaeton Deluxe"
"King Kong Collectables, Co.",211,"Hong Kong",2,58,c,"1928 Ford Phaeton Deluxe"
"King Kong Collectables, Co.",211,"Hong Kong",1,41,c,"1930 Buick Marquette Phaeton"
"Souveniers And Things Co.",282,Australia,1,30,c,"1917 Maxwell Touring Car"
"Souveniers And Things Co.",282,Australia,2,58,c,"18th Century Vintage Horse Carriage"
"Technics Stores Inc.",161,USA,1,31,c,"1928 Ford Phaeton Deluxe"
"Technics Stores Inc.",161,USA,1,48,c,"1930 Buick Marquette Phaeton"
"Souveniers And Things Co.",282,Australia,2,77,c,"1913 Ford Model T Speedster"
"Rovelli Gifts",278,Italy,1,31,c,"1932 Model A Ford J-Coupe"
"Souveniers And Things Co.",282,Australia,1,45,c,"1932 Model A Ford J-Coupe"
"Vitachrome Inc.",181,USA,1,38,c,"1939 Cadillac Limousine"
"Down Under Souveniers, Inc",323,"New Zealand",1,20,c,"1936 Mercedes Benz 500k Roadster"
"Down Under Souveniers, Inc",323,"New Zealand",1,38,c,"1939 Chevrolet Deluxe Coupe"
"Down Under Souveniers, Inc",323,"New Zealand",1,34,c,"1932 Alfa Romeo 8C2300 Spider Sport"
"Vitachrome Inc.",181,USA,1,33,c,"1936 Chrysler Airflow"
"Down Under Souveniers, Inc",323,"New Zealand",1,41,c,"1932 Model A Ford J-Coupe"
"Down Under Souveniers, Inc",323,"New Zealand",1,36,c,"1911 Ford Town Car"
"Rovelli Gifts",278,Italy,1,26,c,"1911 Ford Town Car"
"Rovelli Gifts",278,Italy,1,24,c,"1917 Grand Touring Sedan"
"Herkku Gifts",167,"Norway  ",1,38,c,"1937 Lincoln Berline"
"Herkku Gifts",167,"Norway  ",1,24,c,"1936 Mercedes-Benz 500K Special Roadster"
"Toys of Finland, Co.",186,Finland,1,29,c,"1941 Chevrolet Special Deluxe Cabriolet"
"Herkku Gifts",167,"Norway  ",1,43,c,"1928 Mercedes-Benz SSK"
"Toys of Finland, Co.",186,Finland,1,34,c,"1937 Horch 930V Limousine"
"Toys of Finland, Co.",186,Finland,1,37,c,"1940 Ford Delivery Sedan"
"Herkku Gifts",167,"Norway  ",1,45,c,"1938 Cadillac V-16 Presidential Limousine"
"Down Under Souveniers, Inc",323,"New Zealand",1,49,c,"1917 Grand Touring Sedan"
"Souveniers And Things Co.",282,Australia,1,31,c,"1937 Lincoln Berline"
"Corporate Gift Ideas Co.",321,USA,1,43,c,"1912 Ford Model T Delivery Wagon"
"Petit Auto",314,Belgium,1,48,c,"1940 Ford Delivery Sedan"
"Petit Auto",314,Belgium,1,27,c,"1912 Ford Model T Delivery Wagon"
"Petit Auto",314,Belgium,1,50,c,"1941 Chevrolet Special Deluxe Cabriolet"
"Tekni Collectables Inc.",328,USA,1,40,c,"1912 Ford Model T Delivery Wagon"
"Corporate Gift Ideas Co.",321,USA,1,35,c,"18th Century Vintage Horse Carriage"
"Corporate Gift Ideas Co.",321,USA,1,40,c,"1934 Ford V8 Coupe"
"Down Under Souveniers, Inc",323,"New Zealand",1,33,c,"1936 Chrysler Airflow"
"Petit Auto",314,Belgium,2,72,c,"1904 Buick Runabout"
"Corporate Gift Ideas Co.",321,USA,1,41,c,"1913 Ford Model T Speedster"
"Auto Associés & Cie.",256,France,1,46,c,"1913 Ford Model T Speedster"
"Petit Auto",314,Belgium,2,73,c,"1903 Ford Model A"
"Online Diecast Creations Co.",363,USA,1,43,c,"1937 Lincoln Berline"
"Online Diecast Creations Co.",363,USA,1,41,c,"1936 Mercedes-Benz 500K Special Roadster"
"Online Diecast Creations Co.",363,USA,1,50,c,"1932 Model A Ford J-Coupe"
"Stylish Desk Decors, Co.",324,UK,1,38,c,"1937 Horch 930V Limousine"
"Online Diecast Creations Co.",363,USA,1,36,c,"1928 Mercedes-Benz SSK"
"Online Diecast Creations Co.",363,USA,1,33,c,"1913 Ford Model T Speedster"
"Online Diecast Creations Co.",363,USA,1,41,c,"1934 Ford V8 Coupe"
"Online Diecast Creations Co.",363,USA,1,48,c,"18th Century Vintage Horse Carriage"
"Online Diecast Creations Co.",363,USA,1,20,c,"1939 Chevrolet Deluxe Coupe"
"Online Diecast Creations Co.",363,USA,1,30,c,"1938 Cadillac V-16 Presidential Limousine"
"Collectables For Less Inc.",379,USA,1,24,c,"1937 Horch 930V Limousine"
"Down Under Souveniers, Inc",323,"New Zealand",1,44,c,"1939 Cadillac Limousine"
"Collectables For Less Inc.",379,USA,1,44,c,"1937 Lincoln Berline"
"Collectables For Less Inc.",379,USA,1,32,c,"1936 Mercedes-Benz 500K Special Roadster"
"Collectables For Less Inc.",379,USA,1,42,c,"1913 Ford Model T Speedster"
"Collectables For Less Inc.",379,USA,1,28,c,"1934 Ford V8 Coupe"
"Collectables For Less Inc.",379,USA,1,21,c,"18th Century Vintage Horse Carriage"
"Collectables For Less Inc.",379,USA,1,45,c,"1917 Maxwell Touring Car"
"Collectables For Less Inc.",379,USA,1,40,c,"1936 Chrysler Airflow"
"Stylish Desk Decors, Co.",324,UK,1,20,c,"1941 Chevrolet Special Deluxe Cabriolet"
"Royale Belge",381,Belgium,1,20,c,"1928 Ford Phaeton Deluxe"
"Muscle Machine Inc",151,USA,1,39,c,"1936 Mercedes Benz 500k Roadster"
"Royale Belge",381,Belgium,1,45,c,"1941 Chevrolet Special Deluxe Cabriolet"
"Corporate Gift Ideas Co.",321,USA,1,37,c,"1936 Mercedes Benz 500k Roadster"
"Salzburg Collectables",382,Austria,1,27,c,"1941 Chevrolet Special Deluxe Cabriolet"
"Salzburg Collectables",382,Austria,1,35,c,"1912 Ford Model T Delivery Wagon"
"Salzburg Collectables",382,Austria,1,20,c,"1937 Horch 930V Limousine"
"Salzburg Collectables",382,Austria,1,35,c,"1940 Ford Delivery Sedan"
"Corporate Gift Ideas Co.",321,USA,1,43,c,"1938 Cadillac V-16 Presidential Limousine"
"Québec Home Shopping Network",233,Canada,1,20,c,"1904 Buick Runabout"
"Muscle Machine Inc",151,USA,1,33,c,"1917 Grand Touring Sedan"
"Salzburg Collectables",382,Austria,1,32,c,"1934 Ford V8 Coupe"
"Salzburg Collectables",382,Austria,1,48,c,"1936 Chrysler Airflow"
"Cruz & Sons Co.",385,Philippines,1,27,c,"1937 Horch 930V Limousine"
"Rovelli Gifts",278,Italy,1,22,c,"1936 Chrysler Airflow"
"Rovelli Gifts",278,Italy,1,35,c,"1936 Mercedes Benz 500k Roadster"
"Diecast Classics Inc.",157,USA,1,51,c,"1937 Lincoln Berline"
"L'ordine Souveniers",386,Italy,1,26,c,"1928 Ford Phaeton Deluxe"
"L'ordine Souveniers",386,Italy,1,37,c,"1930 Buick Marquette Phaeton"
"Diecast Classics Inc.",157,USA,1,25,c,"1936 Mercedes-Benz 500K Special Roadster"
"Québec Home Shopping Network",233,Canada,1,22,c,"1912 Ford Model T Delivery Wagon"
"Tokyo Collectables, Ltd",398,Japan,1,21,c,"1939 Cadillac Limousine"
"Rovelli Gifts",278,Italy,1,29,c,"1917 Maxwell Touring Car"
"Tokyo Collectables, Ltd",398,Japan,1,55,c,"1912 Ford Model T Delivery Wagon"
"Tokyo Collectables, Ltd",398,Japan,1,29,c,"1937 Horch 930V Limousine"
"Tokyo Collectables, Ltd",398,Japan,1,42,c,"1940 Ford Delivery Sedan"
"Boards & Toys Co.",219,USA,1,31,c,"1912 Ford Model T Delivery Wagon"
"Rovelli Gifts",278,Italy,1,27,c,"1938 Cadillac V-16 Presidential Limousine"
"Corporate Gift Ideas Co.",321,USA,1,37,c,"1939 Chevrolet Deluxe Coupe"
"Tokyo Collectables, Ltd",398,Japan,1,28,c,"1903 Ford Model A"
"Enaco Distributors",216,Spain,1,22,c,"1941 Chevrolet Special Deluxe Cabriolet"
"Tokyo Collectables, Ltd",398,Japan,1,41,c,"1904 Buick Runabout"
"Muscle Machine Inc",151,USA,1,23,c,"1911 Ford Town Car"
"Enaco Distributors",216,Spain,1,39,c,"1928 Ford Phaeton Deluxe"
"Technics Stores Inc.",161,USA,1,29,c,"1939 Cadillac Limousine"
"Tokyo Collectables, Ltd",398,Japan,1,15,c,"1936 Mercedes Benz 500k Roadster"
"Muscle Machine Inc",151,USA,1,26,c,"1932 Model A Ford J-Coupe"
"Extreme Desk Decorations, Ltd",412,"New Zealand",1,39,c,"1941 Chevrolet Special Deluxe Cabriolet"
"Extreme Desk Decorations, Ltd",412,"New Zealand",1,25,c,"1937 Horch 930V Limousine"
"Extreme Desk Decorations, Ltd",412,"New Zealand",1,31,c,"1940 Ford Delivery Sedan"
"La Corne D'abondance, Co.",172,France,1,48,c,"1903 Ford Model A"
"Extreme Desk Decorations, Ltd",412,"New Zealand",1,49,c,"1937 Lincoln Berline"
"Extreme Desk Decorations, Ltd",412,"New Zealand",1,26,c,"1936 Mercedes-Benz 500K Special Roadster"
"Extreme Desk Decorations, Ltd",412,"New Zealand",1,34,c,"1917 Grand Touring Sedan"
"Extreme Desk Decorations, Ltd",412,"New Zealand",1,31,c,"1911 Ford Town Car"
"Extreme Desk Decorations, Ltd",412,"New Zealand",1,50,c,"1932 Model A Ford J-Coupe"
"Extreme Desk Decorations, Ltd",412,"New Zealand",1,35,c,"1928 Mercedes-Benz SSK"
"Extreme Desk Decorations, Ltd",412,"New Zealand",1,39,c,"1917 Maxwell Touring Car"
"Extreme Desk Decorations, Ltd",412,"New Zealand",1,35,c,"1932 Alfa Romeo 8C2300 Spider Sport"
"Extreme Desk Decorations, Ltd",412,"New Zealand",1,33,c,"1939 Chevrolet Deluxe Coupe"
"Extreme Desk Decorations, Ltd",412,"New Zealand",1,40,c,"1938 Cadillac V-16 Presidential Limousine"
"Extreme Desk Decorations, Ltd",412,"New Zealand",1,30,c,"1936 Mercedes Benz 500k Roadster"
"Enaco Distributors",216,Spain,1,50,c,"1904 Buick Runabout"
"Bavarian Collectables Imports, Co.",415,Germany,1,22,c,"1941 Chevrolet Special Deluxe Cabriolet"
"Bavarian Collectables Imports, Co.",415,Germany,1,31,c,"1937 Horch 930V Limousine"
"Bavarian Collectables Imports, Co.",415,Germany,1,22,c,"1940 Ford Delivery Sedan"
"Bavarian Collectables Imports, Co.",415,Germany,1,26,c,"1930 Buick Marquette Phaeton"
"Auto Associés & Cie.",256,France,1,37,c,"1937 Lincoln Berline"
"Auto Associés & Cie.",256,France,1,37,c,"1936 Mercedes-Benz 500K Special Roadster"
"Handji Gifts& Co",166,Singapore,1,32,c,"1917 Grand Touring Sedan"
"Classic Legends Inc.",424,USA,1,31,c,"1913 Ford Model T Speedster"
"Classic Legends Inc.",424,USA,1,48,c,"1934 Ford V8 Coupe"
"Classic Legends Inc.",424,USA,1,40,c,"18th Century Vintage Horse Carriage"
"Classic Legends Inc.",424,USA,1,43,c,"1917 Maxwell Touring Car"
"Classic Legends Inc.",424,USA,1,42,c,"1936 Chrysler Airflow"
"Classic Legends Inc.",424,USA,1,29,c,"1904 Buick Runabout"
"Handji Gifts& Co",166,Singapore,1,28,c,"1911 Ford Town Car"
"Handji Gifts& Co",166,Singapore,2,37,c,"1932 Model A Ford J-Coupe"
"Handji Gifts& Co",166,Singapore,1,35,c,"1932 Alfa Romeo 8C2300 Spider Sport"
"Cambridge Collectables Co.",173,USA,1,24,c,"1913 Ford Model T Speedster"
"Cambridge Collectables Co.",173,USA,1,45,c,"1934 Ford V8 Coupe"
"Cambridge Collectables Co.",173,USA,1,31,c,"18th Century Vintage Horse Carriage"
"Gift Ideas Corp.",447,USA,1,29,c,"1937 Horch 930V Limousine"
"Cambridge Collectables Co.",173,USA,1,33,c,"1936 Chrysler Airflow"
"Gift Ideas Corp.",447,USA,1,40,c,"1928 Ford Phaeton Deluxe"
"Gift Ideas Corp.",447,USA,1,40,c,"1930 Buick Marquette Phaeton"
"Scandinavian Gift Ideas",448,Sweden,1,34,c,"1941 Chevrolet Special Deluxe Cabriolet"
"Cambridge Collectables Co.",173,USA,1,46,c,"1941 Chevrolet Special Deluxe Cabriolet"
"Scandinavian Gift Ideas",448,Sweden,1,20,c,"1912 Ford Model T Delivery Wagon"
"Scandinavian Gift Ideas",448,Sweden,1,32,c,"1937 Horch 930V Limousine"
"Scandinavian Gift Ideas",448,Sweden,1,29,c,"1940 Ford Delivery Sedan"
"Corporate Gift Ideas Co.",321,USA,1,39,c,"1932 Alfa Romeo 8C2300 Spider Sport"
"Cambridge Collectables Co.",173,USA,1,25,c,"1937 Horch 930V Limousine"
"Souveniers And Things Co.",282,Australia,1,41,c,"1928 Mercedes-Benz SSK"
"Corporate Gift Ideas Co.",321,USA,1,48,c,"1928 Mercedes-Benz SSK"
"Anna's Decorations, Ltd",276,Australia,1,34,c,"1932 Alfa Romeo 8C2300 Spider Sport"
"Muscle Machine Inc",151,USA,1,29,c,"1932 Alfa Romeo 8C2300 Spider Sport"
"Québec Home Shopping Network",233,Canada,1,35,c,"1939 Cadillac Limousine"
"Handji Gifts& Co",166,Singapore,2,90,c,"1939 Chevrolet Deluxe Coupe"
"Enaco Distributors",216,Spain,1,40,c,"1930 Buick Marquette Phaeton"
"Scandinavian Gift Ideas",448,Sweden,1,47,c,"1913 Ford Model T Speedster"
"Scandinavian Gift Ideas",448,Sweden,1,37,c,"1934 Ford V8 Coupe"
"Scandinavian Gift Ideas",448,Sweden,1,23,c,"18th Century Vintage Horse Carriage"
"Auto Associés & Cie.",256,France,1,24,c,"1932 Model A Ford J-Coupe"
"Scandinavian Gift Ideas",448,Sweden,1,29,c,"1939 Cadillac Limousine"
"Auto Associés & Cie.",256,France,1,20,c,"1928 Mercedes-Benz SSK"
"Rovelli Gifts",278,Italy,1,31,c,"18th Century Vintage Horse Carriage"
"Corporate Gift Ideas Co.",321,USA,1,38,c,"1932 Model A Ford J-Coupe"
"The Sharp Gifts Warehouse",450,USA,1,50,c,"1928 Ford Phaeton Deluxe"
"The Sharp Gifts Warehouse",450,USA,1,36,c,"1930 Buick Marquette Phaeton"
"The Sharp Gifts Warehouse",450,USA,1,50,c,"1913 Ford Model T Speedster"
"The Sharp Gifts Warehouse",450,USA,1,49,c,"1934 Ford V8 Coupe"
"The Sharp Gifts Warehouse",450,USA,1,37,c,"18th Century Vintage Horse Carriage"
"Corporate Gift Ideas Co.",321,USA,1,27,c,"1911 Ford Town Car"
"The Sharp Gifts Warehouse",450,USA,1,46,c,"1936 Chrysler Airflow"
"Corporate Gift Ideas Co.",321,USA,1,29,c,"1917 Grand Touring Sedan"
"The Sharp Gifts Warehouse",450,USA,1,58,c,"1941 Chevrolet Special Deluxe Cabriolet"
"The Sharp Gifts Warehouse",450,USA,1,38,c,"1937 Horch 930V Limousine"
"The Sharp Gifts Warehouse",450,USA,1,42,c,"1940 Ford Delivery Sedan"
"Corporate Gift Ideas Co.",321,USA,2,70,c,"1936 Mercedes-Benz 500K Special Roadster"
"The Sharp Gifts Warehouse",450,USA,1,76,c,"1917 Grand Touring Sedan"
"The Sharp Gifts Warehouse",450,USA,1,42,c,"1911 Ford Town Car"
"The Sharp Gifts Warehouse",450,USA,1,6,c,"1932 Alfa Romeo 8C2300 Spider Sport"
"Corporate Gift Ideas Co.",321,USA,1,48,c,"1937 Lincoln Berline"
"Lyon Souveniers",250,France,1,50,c,"1937 Lincoln Berline"
"Lyon Souveniers",250,France,1,22,c,"1936 Mercedes-Benz 500K Special Roadster"
"Mini Auto Werke",452,Austria,1,25,c,"1939 Cadillac Limousine"
"Enaco Distributors",216,Spain,1,47,c,"1912 Ford Model T Delivery Wagon"
"Handji Gifts& Co",166,Singapore,1,33,c,"1936 Mercedes Benz 500k Roadster"
"Mini Auto Werke",452,Austria,1,37,c,"1934 Ford V8 Coupe"
"Mini Auto Werke",452,Austria,1,29,c,"18th Century Vintage Horse Carriage"
"Mini Auto Werke",452,Austria,1,36,c,"1917 Maxwell Touring Car"
"Super Scale Inc.",455,USA,1,49,c,"1903 Ford Model A"
"Lyon Souveniers",250,France,1,29,c,"1932 Model A Ford J-Coupe"
"Lyon Souveniers",250,France,1,30,c,"1928 Mercedes-Benz SSK"
"Diecast Classics Inc.",157,USA,1,44,c,"1939 Cadillac Limousine"
"Collectable Mini Designs Co.",239,USA,1,45,c,"1941 Chevrolet Special Deluxe Cabriolet"
"Rovelli Gifts",278,Italy,1,28,c,"1934 Ford V8 Coupe"
"Collectable Mini Designs Co.",239,USA,1,47,c,"1912 Ford Model T Delivery Wagon"
"Super Scale Inc.",455,USA,1,45,c,"1939 Cadillac Limousine"
"Lyon Souveniers",250,France,1,48,c,"1939 Chevrolet Deluxe Coupe"
"Heintze Collectables",227,Denmark,1,20,c,"1903 Ford Model A"
"Microscale Inc.",456,USA,1,46,c,"1936 Mercedes Benz 500k Roadster"
"Mini Creations Ltd.",320,USA,1,33,c,"1912 Ford Model T Delivery Wagon"
"Enaco Distributors",216,Spain,1,22,c,"1940 Ford Delivery Sedan"
"Corrida Auto Replicas, Ltd",458,Spain,1,42,c,"1936 Mercedes-Benz 500K Special Roadster"
"Mini Creations Ltd.",320,USA,1,47,c,"1904 Buick Runabout"
"Corrida Auto Replicas, Ltd",458,Spain,1,31,c,"1913 Ford Model T Speedster"
"Corrida Auto Replicas, Ltd",458,Spain,1,46,c,"1934 Ford V8 Coupe"
"Corrida Auto Replicas, Ltd",458,Spain,1,30,c,"18th Century Vintage Horse Carriage"
"Corrida Auto Replicas, Ltd",458,Spain,1,38,c,"1917 Maxwell Touring Car"
"Lyon Souveniers",250,France,1,26,c,"1938 Cadillac V-16 Presidential Limousine"
"Corrida Auto Replicas, Ltd",458,Spain,2,72,c,"1939 Cadillac Limousine"
